"id","county","classify","project_type","zbkzj","k1","k2","kbjj","publish_time","source_website_address","numbers_bidders","trade_method"
"ah-huainan-f8a0ec55-4e44-4641-9de6-70df90a10896-1KB","寿县","工程建设","建筑工程","74832763.13",,,"67349486.82","25/5/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230525/f8a0ec55-4e44-4641-9de6-70df90a10896-1KB.html","33","公开招标"
"ah-huainan-f92bc734-3aa4-4089-a632-d6b4b4e6b418-1KB","寿县","工程建设","公路工程","6528848.61","0.6","0.96","6022079.38","28/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230328/f92bc734-3aa4-4089-a632-d6b4b4e6b418-1KB.html","148","公开招标"
"ah-huainan-f97e2c95-2b7a-4849-a86d-2b43ea0f01ab-1KB","寿县","工程建设","建筑工程","20020000.0","-9.4","-7.6","2002","24/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221124/f97e2c95-2b7a-4849-a86d-2b43ea0f01ab-1KB.html","7","公开招标"
"ah-huainan-fadef9f3-7724-45ba-820b-8b39542b2f77-1KB","市级","工程建设","建筑工程","50000000.0",,,"40944431.21","1/11/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221101/fadef9f3-7724-45ba-820b-8b39542b2f77-1KB.html","34","公开招标"
"ah-huainan-fba515b7-ec76-4ccf-aff3-26a0710c170e","寿县","工程建设","建筑工程","5466874.67","0.45","0.98","5126288.38","27/9/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211104/fba515b7-ec76-4ccf-aff3-26a0710c170e.html","385","公开招标"
"ah-huainan-fc1651ae-2fee-4fae-a3df-889696162ec4-1KB",,"工程建设","建筑工程","4500000.0",,,"4410000.00","27/12/2022 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221227/fc1651ae-2fee-4fae-a3df-889696162ec4-1KB.html","7","公开招标"
"ah-huainan-fc8af04a-e6d2-474b-bb83-bb03b503036d",,"工程建设","建筑工程",,,,"4158454.5","29/6/2021 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20211105/fc8af04a-e6d2-474b-bb83-bb03b503036d.html","150","公开招标"
"ah-huainan-fcefdc48-4cd1-4735-b493-294e0f73d15a-1KB","市级","工程建设","市政公用工程","180000000.0","0",,"135153327.71","13/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230313/fcefdc48-4cd1-4735-b493-294e0f73d15a-1KB.html","9","公开招标"
"ah-huainan-fcf6e661-8eb7-499d-b59a-ca16deca3f5c-1KB","寿县","工程建设","公路工程","8391697.42","0.6","0.96","7773564.99","28/3/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230328/fcf6e661-8eb7-499d-b59a-ca16deca3f5c-1KB.html","147","公开招标"
"ah-huainan-fe96e436-9f85-4e7f-b7c5-3dedad0d0105-1KB",,"工程建设","公路工程",,,,"20111940.21","6/4/2023 00:00:00","http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230406/fe96e436-9f85-4e7f-b7c5-3dedad0d0105-1KB.html","14","公开招标"
